-0.730583907771015,0.16610237157493576,-3.167271014695248e-16,body-antrum junction along the greater curvature on luminal surface
-0.7520000000000004,0.1679999999999995,-3.944304526105059e-31,body-antrum junction along the greater curvature on serosa
0.046,0.636,3.1944581249995633e-16,distal point of lower esophageal sphincter serosa on the greater curvature of stomach
-0.06799999999999998,0.636,3.037053573039239e-16,distal point of lower esophageal sphincter serosa on the lesser curvature of stomach
0.0915330646998046,0.43423002598274857,-1.1434925880469286e-13,esophagogastric junction along the greater curvature on luminal surface
0.07577268952498392,0.4488532757696675,-2.354648594160569e-13,esophagogastric junction along the greater curvature on serosa
-0.10774026686134389,0.4213850850768579,-8.881784197001252e-16,esophagogastric junction along the lesser curvature on luminal surface
-0.09837348185583301,0.4407374321867178,-1.2492882162790098e-14,esophagogastric junction along the lesser curvature on serosa
-0.6131636165659798,0.6993004835053502,2.143876365450748e-18,gastroduodenal junction along the greater curvature on luminal surface
-0.634,0.6939999999999998,-2.3665827156630354e-30,gastroduodenal junction along the greater curvature on serosa
-0.43261239633253057,0.759886153630437,-1.8214596497756474e-17,gastroduodenal junction along the lesser curvature on luminal surface
-0.4119999999999995,0.7659999999999954,-4.209414934674971e-17,gastroduodenal junction along the lesser curvature on serosa
0.0053018322029010825,-0.3985095471621734,-0.0005477607495614655,limiting ridge at the greater curvature on the luminal surface
0.004999999999999893,-0.42000000000000004,4.51120580554895e-16,fundus-body junction along the greater curvature on serosa
-0.7509291953885506,0.16790511857874643,-1.58650252861736e-17,body-antrum junction along the greater curvature on circular-longitudinal muscle interface
0.07656084912487317,0.44812224759961694,-2.2866085150817295e-13,esophagogastric junction along the greater curvature on circular-longitudinal muscle interface
-0.09884182110610869,0.4397698148312258,-1.1954629994259669e-14,esophagogastric junction along the lesser curvature on circular-longitudinal muscle interface
-0.6329581808282989,0.6942650241752669,1.0315986111767244e-16,gastroduodenal junction along the greater curvature on circular-longitudinal muscle interface
-0.4130306198166256,0.7656943076815239,-1.4365678785432934e-17,gastroduodenal junction along the lesser curvature on circular-longitudinal muscle interface
0.005015092575395866,-0.41892540859718747,-2.7389040913471573e-05,limiting ridge at the greater curvature on the circular-longitudinal muscle interface
